"film_id";"title";"max"
798;"Silverado Goldfinger";2006
874;"Tadpole Park";2006
63;"Bedazzled Married";2006
9;"Alabama Devil";2006
183;"Conversation Downhill";2006
711;"Raging Airplane";2006
917;"Tuxedo Mile";2006
260;"Dude Blindness";2006
411;"Heavenly Gun";2006
445;"Hyde Doctor";2006
832;"Splash Gump";2006
908;"Trap Guys";2006
749;"Rules Human";2006
88;"Born Spinal";2006
118;"Canyon Stock";2006
130;"Celebrity Horn";2006
272;"Edge Kissing";2006
223;"Desire Alien";2006
240;"Dolls Rage";2006
283;"Ending Crowds";2006
772;"Sea Virgin";2006
217;"Dazed Punk";2006
231;"Dinosaur Secretary";2006
548;"Magnificent Chitty";2006
538;"Loverboy Attacks";2006
212;"Darn Forrester";2006
383;"Groove Fiction";2006
328;"Forever Candidate";2006
612;"Mussolini Spoilers";2006
925;"United Pilot";2006
962;"Wasteland Divine";2006
263;"Durham Panky";2006
740;"Rollercoaster Bringing";2006
953;"Wait Cider";2006
616;"National Story";2006
615;"Nash Chocolat";2006
144;"Chinatown Gladiator";2006
7;"Airplane Sierra";2006
453;"Image Princess";2006
